school_name,Student ID,student_name,gender,grade,reading_score,math_score,School ID,type,size,budget,reading_pass_flag,math_pass_flag,pass_overall_flag,Spending,Spending Category
Pena High School,23859,Carolyn Graham,F,9th,88,95,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23860,Scott Cortez,M,12th,97,75,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23861,Corey Coleman,M,11th,98,72,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23862,James Richardson,M,11th,76,72,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23863,Wayne Fowler,M,9th,80,72,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23864,Joseph Hicks,M,11th,98,79,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23865,Anita Jones,F,11th,74,96,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23866,Darren Marshall,M,10th,81,94,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23867,Mrs. Nancy Blair,F,9th,87,95,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23868,Sylvia Ross,F,11th,91,99,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23869,Ethan Le,M,11th,91,90,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23870,Kristin Williams,F,12th,78,87,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23871,Nicholas Crosby,M,12th,98,79,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23872,Christina Parker,F,9th,97,93,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23873,Patricia Cochran,F,9th,98,91,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23874,Stephen Stephens,M,9th,99,85,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23875,Michael Hopkins,M,9th,80,73,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23876,Dorothy Patel,F,12th,91,82,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23877,Jamie Newman,M,9th,91,74,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23878,Nicole Allen,F,11th,92,68,9,Charter,962,585858,1,0,0,609.0,$585-629
Pena High School,23879,Valerie Vazquez,F,10th,98,72,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23880,Molly Padilla,F,9th,82,74,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23881,Kyle Zimmerman,M,9th,82,93,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23882,William Martin,M,10th,95,76,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23883,Charles Cunningham,M,10th,93,92,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23884,Taylor Ford,F,11th,90,86,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23885,Jamie King,F,10th,75,82,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23886,Catherine Coleman,F,12th,93,88,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23887,Jason Lewis,M,10th,90,85,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23888,Charles Hanson,M,9th,83,71,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23889,Jacqueline Glenn,F,12th,85,75,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23890,Jessica Brown,F,10th,75,70,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23891,Kevin Aguirre,M,11th,97,77,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23892,Lisa Farley,F,11th,70,74,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23893,Cody Carson,M,10th,98,77,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23894,Michael Nguyen,M,11th,92,87,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23895,Catherine Sanchez,F,9th,98,89,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23896,Rhonda Vaughn,F,11th,84,84,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23897,Alexandria Maxwell,F,12th,97,99,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23898,Jackson Smith,M,10th,94,80,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23899,Hannah Mccall,F,11th,95,70,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23900,Brian Washington,M,11th,96,97,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23901,Clinton Bell,M,11th,93,89,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23902,Jillian Gonzales,F,9th,73,70,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23903,Karen Lopez,F,9th,77,93,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23904,Shelley Scott,F,12th,93,73,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23905,Jacob Perez,M,9th,73,90,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23906,Joseph Edwards,M,11th,98,91,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23907,Morgan Wallace,F,10th,91,77,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23908,Aaron Carpenter MD,M,12th,86,73,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23909,Timothy Clark,M,9th,88,84,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23910,Nancy Castro,F,10th,71,72,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23911,Natalie Phillips,F,10th,82,85,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23912,Julie Schmidt,F,11th,92,93,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23913,Erica Henderson,F,12th,85,72,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23914,Anthony Peters,M,11th,97,69,9,Charter,962,585858,1,0,0,609.0,$585-629
Pena High School,23915,Pamela Wilson,F,12th,92,99,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23916,Courtney Davis,F,10th,78,82,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23917,Robert Davis,M,10th,99,96,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23918,Kiara Daniels,F,9th,87,96,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23919,Robin Fox,F,9th,95,75,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23920,Desiree Young,F,10th,99,93,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23921,Alexandra Hebert,F,11th,92,96,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23922,Matthew Oconnor,M,10th,91,68,9,Charter,962,585858,1,0,0,609.0,$585-629
Pena High School,23923,Ana Ramirez,F,11th,69,88,9,Charter,962,585858,0,1,0,609.0,$585-629
Pena High School,23924,Sharon Stephens,F,9th,87,72,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23925,Samuel Scott,M,11th,88,86,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23926,Joseph Griffin,M,9th,88,85,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23927,Andrea Li,F,10th,69,86,9,Charter,962,585858,0,1,0,609.0,$585-629
Pena High School,23928,Matthew Buckley,M,9th,83,93,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23929,Jordan Mendoza,M,10th,70,95,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23930,Emily Mills,F,12th,93,88,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23931,Candace Stevens,F,9th,81,89,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23932,Kristen Callahan,F,10th,73,90,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23933,Elizabeth Johnson,F,10th,75,76,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23934,James Vazquez,M,9th,81,72,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23935,Michael Mosley,M,10th,79,86,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23936,Kathryn Moore,F,10th,83,96,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23937,Nicolas Jones,M,11th,72,92,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23938,Lindsay Watkins,F,9th,94,84,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23939,Michael Adams,M,12th,82,84,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23940,Justin Mcintyre,M,11th,85,94,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23941,Tony Garner,M,9th,78,70,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23942,Michael Robles,M,11th,80,98,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23943,Amy King,F,12th,88,91,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23944,Michael Clark,M,10th,70,81,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23945,Nancy Mitchell,F,9th,86,98,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23946,Wanda Perkins,F,9th,91,93,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23947,Jessica Smith,F,11th,73,78,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23948,Deborah Fox,F,11th,93,88,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23949,Crystal Jones,F,9th,77,75,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23950,Jason Hendrix,M,9th,99,88,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23951,Melissa Coleman,F,11th,78,99,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23952,Jennifer Russell,F,10th,74,84,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23953,Andrew David,M,9th,78,97,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23954,Benjamin Cox,M,10th,71,95,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23955,Mary Anderson,F,11th,70,87,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23956,Sarah Chen,F,11th,77,98,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23957,Gregory Ruiz,M,11th,82,85,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23958,Jeffrey Dalton,M,12th,96,82,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23959,Robert Ramos,M,9th,95,86,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23960,Mary Cervantes,F,10th,83,73,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23961,Joshua Ramirez,M,10th,79,99,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23962,Katelyn Scott,F,12th,97,98,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23963,Aaron Smith,M,9th,99,70,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23964,Tina Luna,F,12th,70,72,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23965,Danielle Roberson,F,11th,94,87,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23966,Kenneth Cherry,M,12th,81,80,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23967,Linda Carter,F,10th,86,68,9,Charter,962,585858,1,0,0,609.0,$585-629
Pena High School,23968,Dr. Monica Wilson,F,11th,87,78,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23969,Mckenzie Jones,F,11th,84,98,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23970,Steven Stewart,M,10th,90,99,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23971,Ashley Yates,F,9th,75,88,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23972,Joshua Solis,M,11th,99,87,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23973,Jason Alvarez,M,10th,95,88,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23974,Karen Ibarra,F,10th,87,75,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23975,Jordan Jackson,F,10th,84,80,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23976,Shawn Reese,M,12th,72,91,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23977,Dr. Kristin Holland,F,12th,70,71,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23978,Dustin Lewis,M,10th,92,89,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23979,Dan Mcguire,M,11th,77,72,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23980,Kaitlin Garcia,F,9th,78,88,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23981,Christopher Spencer,M,12th,96,94,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23982,Joshua Warren,M,10th,74,84,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23983,Donna Scott,F,11th,98,82,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23984,Elizabeth Parker,F,9th,97,98,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23985,Jose Nichols,M,10th,70,68,9,Charter,962,585858,1,0,0,609.0,$585-629
Pena High School,23986,James Shaw,M,9th,97,93,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23987,Willie Thomas,M,10th,95,99,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23988,Jeremy Gillespie,M,12th,84,98,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23989,Alexis Clayton,F,10th,82,69,9,Charter,962,585858,1,0,0,609.0,$585-629
Pena High School,23990,Katelyn Evans,F,9th,94,93,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23991,Steven Reese,M,12th,98,86,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23992,David Harrell,M,9th,90,88,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23993,Sean Hurst,M,12th,99,72,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23994,Anna Scott,F,12th,85,69,9,Charter,962,585858,1,0,0,609.0,$585-629
Pena High School,23995,Amy Smith,F,11th,71,92,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23996,Nathan Moses,M,10th,70,75,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23997,Jill Thompson,F,10th,98,88,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23998,Kimberly Smith,F,12th,80,79,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,23999,Raymond King,M,11th,82,86,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24000,Jeremy Harris,M,9th,89,86,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24001,Mario Bennett,M,10th,97,97,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24002,Stacie Holland,F,9th,87,85,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24003,Chad Hamilton,M,9th,90,90,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24004,Elizabeth Ramirez,F,9th,84,77,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24005,Regina Perkins,F,11th,91,86,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24006,Victoria Walsh,F,9th,97,77,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24007,Joseph Thompson,M,12th,81,70,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24008,Vanessa Carr,F,10th,94,79,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24009,Kimberly Knight DDS,F,11th,99,81,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24010,Amanda Sanchez,F,9th,69,70,9,Charter,962,585858,0,1,0,609.0,$585-629
Pena High School,24011,Terry Poole,M,9th,80,85,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24012,Tiffany Higgins,F,9th,88,87,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24013,Alicia Lee,F,9th,80,82,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24014,Kelly Gonzalez,F,11th,75,83,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24015,Michael Robinson,M,10th,73,82,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24016,Janet Hart,F,9th,84,88,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24017,Kristin Wilson,F,10th,77,87,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24018,Tony Peterson,M,11th,92,97,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24019,Caroline Barnes,F,9th,99,71,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24020,Carl Donovan,M,11th,94,85,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24021,Amy Stone,F,11th,71,90,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24022,Amanda Jackson,F,10th,80,90,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24023,Emily Garcia,F,9th,75,76,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24024,Justin Williams,M,12th,85,84,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24025,Danielle Mcdaniel,F,9th,77,86,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24026,Allison Lewis,F,10th,99,72,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24027,Lawrence Li,M,10th,87,69,9,Charter,962,585858,1,0,0,609.0,$585-629
Pena High School,24028,Mia Newman,F,12th,79,94,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24029,Brian Barber,M,10th,77,92,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24030,Rebecca Lyons,F,12th,97,85,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24031,Kenneth Carson,M,9th,72,68,9,Charter,962,585858,1,0,0,609.0,$585-629
Pena High School,24032,Adrian Mitchell,M,10th,76,84,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24033,Michelle Martin,F,11th,82,99,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24034,Anthony Fox,M,9th,91,92,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24035,Ryan Bradshaw,M,9th,71,97,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24036,Katherine Cardenas,F,11th,88,69,9,Charter,962,585858,1,0,0,609.0,$585-629
Pena High School,24037,Kimberly Parker,F,9th,84,94,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24038,Julie Robinson,F,11th,99,99,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24039,Heather Bates,F,12th,74,75,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24040,Christopher Johnson,M,9th,74,88,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24041,Joshua Acevedo,M,10th,71,98,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24042,Hannah Le,F,10th,85,75,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24043,Kayla Lee,F,9th,91,86,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24044,Karen Reed,F,10th,98,95,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24045,Jamie Edwards,F,9th,82,88,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24046,Ann Atkinson,F,11th,79,94,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24047,Jordan Jones,F,12th,81,93,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24048,Mary Todd,F,11th,86,75,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24049,David Peterson,M,9th,76,78,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24050,Tammy Price,F,11th,77,76,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24051,Denise Rhodes,F,9th,78,91,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24052,Randall Peterson,M,11th,81,75,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24053,Melissa Nelson,F,9th,84,86,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24054,Stephanie Brown,F,10th,96,73,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24055,Roger Lewis,M,11th,69,71,9,Charter,962,585858,0,1,0,609.0,$585-629
Pena High School,24056,Alex Byrd,M,9th,78,97,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24057,Kimberly Fernandez,F,9th,91,75,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24058,Phillip Bridges,M,9th,90,76,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24059,Michael Black,M,10th,93,73,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24060,Tracy Smith,F,9th,87,71,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24061,Diamond Stewart,F,9th,96,68,9,Charter,962,585858,1,0,0,609.0,$585-629
Pena High School,24062,James Perez,M,10th,80,73,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24063,Rachel Newton,F,9th,85,71,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24064,James King,M,12th,69,86,9,Charter,962,585858,0,1,0,609.0,$585-629
Pena High School,24065,Joshua Short,M,12th,96,73,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24066,Laura Patterson,F,10th,74,90,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24067,Aaron Melton,M,11th,69,73,9,Charter,962,585858,0,1,0,609.0,$585-629
Pena High School,24068,Austin Barnes,M,11th,72,74,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24069,Katie Burns,F,11th,69,93,9,Charter,962,585858,0,1,0,609.0,$585-629
Pena High School,24070,Courtney Richardson,F,10th,77,69,9,Charter,962,585858,1,0,0,609.0,$585-629
Pena High School,24071,Catherine Murray,F,9th,71,70,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24072,Scott Butler,M,12th,76,96,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24073,Mrs. Brittany Ford DDS,F,12th,93,99,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24074,Kevin Stewart,M,9th,88,91,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24075,Lisa Smith,F,9th,90,88,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24076,Kristy Simmons,F,11th,97,73,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24077,Ann Owen,F,10th,95,90,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24078,Richard Johnson,M,11th,85,90,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24079,Deanna Fritz,F,9th,92,69,9,Charter,962,585858,1,0,0,609.0,$585-629
Pena High School,24080,Jonathan Wood,M,10th,82,88,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24081,James Harris,M,11th,74,91,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24082,Bonnie Patrick,F,12th,70,94,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24083,Melissa Mcknight,F,9th,90,77,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24084,Michael Roberts,M,10th,99,88,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24085,Steven Brown,M,9th,73,85,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24086,Robert Pitts,M,10th,97,80,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24087,Jennifer Wallace,F,9th,77,87,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24088,Andrew Edwards,M,12th,97,98,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24089,Paul Rivers,M,12th,76,74,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24090,Melissa Richardson,F,11th,78,75,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24091,William Day,M,12th,95,99,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24092,Kevin Davis,M,12th,93,84,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24093,Jermaine Scott,M,10th,88,69,9,Charter,962,585858,1,0,0,609.0,$585-629
Pena High School,24094,Thomas Hernandez,M,12th,99,88,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24095,Miguel Davis,M,9th,75,93,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24096,Amber Villegas,F,12th,94,82,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24097,Brandon Kelly,M,12th,76,97,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24098,Christine Bryant,F,11th,83,93,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24099,Brenda Griffin,F,10th,70,85,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24100,Daniel Gonzalez,M,9th,80,88,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24101,Donald Allen,M,10th,76,90,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24102,Suzanne Dixon,F,9th,74,68,9,Charter,962,585858,1,0,0,609.0,$585-629
Pena High School,24103,Paul Turner,M,9th,93,73,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24104,Miranda Gomez,F,10th,85,87,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24105,Benjamin Singh DVM,M,9th,80,84,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24106,Ashley Day,F,9th,75,88,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24107,Christopher Williams,M,10th,83,71,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24108,Monica Williams,F,12th,91,69,9,Charter,962,585858,1,0,0,609.0,$585-629
Pena High School,24109,Aaron Chang,M,11th,75,72,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24110,April Owen,F,9th,84,90,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24111,Dean Schroeder,M,11th,96,70,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24112,Christopher Moss,M,11th,78,96,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24113,Heather Beltran,F,11th,95,74,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24114,William Green,M,12th,92,73,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24115,Kathy Roy,F,9th,78,81,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24116,Jay Weaver,M,9th,85,75,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24117,Maria Nelson,F,12th,87,89,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24118,Vincent Edwards,M,9th,75,79,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24119,Brad Robertson,M,10th,82,96,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24120,Sydney Thompson,F,10th,83,96,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24121,Shannon Barrera,M,9th,78,72,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24122,Hannah Mcclain,F,9th,91,90,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24123,Jennifer Anderson,F,11th,81,71,9,Charter,962,585858,1,1,1,609.0,$585-629
